instname,housed_under,college,school,department,program,cip_program,website_inst,website_program,website_catalog,course_titles
Florida Atlantic University,Computing,College of Engineering & Computer Science,N/A,Electrical Engineering and Computer Science Department,Information Technology and Management (Concentration: Computer Science Data Analytics) - Master of Science (Interdisciplinary),11.0103,https://www.fau.edu/,https://www.fau.edu/engineering/eecs/graduate/ms/it-management/ ,https://www.fau.edu/engineering/eecs/pdf/ms-information-technology-and-management-worksheet-computer-science-data-analytics.pdf,Digital Image Processing; Data Structures and Algorithms for Bioinformatics; Introduction to Neural Networks; Computational Foundations of Artificial Intelligence; Introduction to Data Science; Special Topics in Artificial Intelligence; Multimedia Systems; Multimedia Programming; Social Networks and Big Data Analytics; Foundations of Vision; Computer Vision; Evolutionary Computing; Computational Genomics; Data Mining for Bioinformatics; Databases for Bioinformatics; Applied Machine Learning; Sparse Learning; Machine Learning for Computer Vision; Deep Learning; Reinforcement Learning; Artificial Intelligence; Natural Language Processing; Data Mining and Machine Learning; Artificial Intelligence in Medicine and Healthcare; Information Retrieval; Web Mining; Advanced Data Mining and Machine Learning; Data-Driven Engineering; Computational Advertising and Real-Time Data Analytics; Directed Independent Study in Artificial Intelligence; Special Topics in Artificial Intelligence; Data Acquisition and Control; Cryptographic Engineering; Evaluation of Parallel and Distributed Systems; Multiprocessor Architecture; Advanced Computer Architecture; Structured VLSI Design; Embedded System Design 1; Networks on Chip; Software Engineering; Auto Code Generation; Cloud Computing; Software Maintenance and Evolution; Software Requirements Engineering; Software Engineering Measurements; Software Reliability Engineering; Software Architecture and Patterns; Computer Performance Modeling; Practical Aspects of Modern Cryptography; Computer Data Security; Distributed Systems Security; Cryptocurrencies and Blockchain Technologies; Object-Oriented Software Design; Functional Programming with Scala; Component Programming with .NET; Compiler Writing 1; Mobile Application Development; Semantic Web Programming; Convex Optimization; New Directions in Database Systems; Visual Information Retrieval; Theory and Implementation of Database Systems; Advanced Internet Systems; Topics in Computer Science; Theory and Philosophy of Computation; Analysis of Algorithms; Information Theory; Secret Sharing Protocols; Randomized Algorithms; Directed Independent Study-CS; Directed Independent Study-CE; Topics in Computer Science; Computer Networks; Sensor Networks and Smart Systems; Computer Network Programming; Embedded Networked Sensor Systems; Internet of Things; Advanced Computer Networking; Vehicular Networks; Mobile Multimedia; Mobile Computing; Ad Hoc Networks; Video Communication; Data Mining and Predictive Analytics; Database Management Systems; Introduction to Business Analytics and Big Data; Advanced Business Analytics; Business Innovation with Artificial Intelligence; Social Media and Web Analytics; Special Topics; Data Management and Analysis with Excel; Data Analysis for Managers; Master's Thesis
Florida Atlantic University,Computing,College of Engineering & Computer Science,N/A,Electrical Engineering and Computer Science Department,Information Technology and Management (Concentration: Advanced Information Technology) - Master of Science (Interdisciplinary),11.0103,https://www.fau.edu/,https://www.fau.edu/engineering/eecs/graduate/ms/it-management/ ,https://www.fau.edu/engineering/eecs/pdf/ms-information-technology-and-management-worksheet-advanced-information-technology.pdf,Management of Information Systems & Technology; Digital Image Processing; Data Structures and Algorithms for Bioinformatics; Introduction to Neural Networks; Computational Foundations of Artificial Intelligence; Introduction to Data Science; Special Topics in Artificial Intelligence; Multimedia Systems; Multimedia Programming; Social Networks and Big Data Analytics; Foundations of Vision; Computer Vision; Evolutionary Computing; Computational Genomics; Data Mining for Bioinformatics; Databases for Bioinformatics; Applied Machine Learning; Sparse Learning; Machine Learning for Computer Vision; Deep Learning; Reinforcement Learning; Artificial Intelligence; Natural Language Processing; Data Mining and Machine Learning; Artificial Intelligence in Medicine and Healthcare; Information Retrieval; Web Mining; Advanced Data Mining and Machine Learning; Data-Driven Engineering; Computational Advertising and Real-Time Data Analytics; Directed Independent Study in Artificial Intelligence; Special Topics in Artificial Intelligence; Data Acquisition and Control; Cryptographic Engineering; Evaluation of Parallel and Distributed Systems; Multiprocessor Architecture; Advanced Computer Architecture; Structured VLSI Design; Embedded System Design 1; Networks on Chip; Software Engineering; Auto Code Generation; Cloud Computing; Software Maintenance and Evolution; Software Requirements Engineering; Software Engineering Measurements; Software Reliability Engineering; Software Architecture and Patterns; Computer Performance Modeling; Practical Aspects of Modern Cryptography; Computer Data Security; Distributed Systems Security; Cryptocurrencies and Blockchain Technologies; Object-Oriented Software Design; Functional Programming with Scala; Component Programming with .NET; Compiler Writing 1; Mobile Application Development; Semantic Web Programming; Convex Optimization; New Directions in Database Systems; Visual Information Retrieval; Theory and Implementation of Database Systems; Advanced Internet Systems; Topics in Computer Science; Theory and Philosophy of Computation; Analysis of Algorithms; Information Theory; Secret Sharing Protocols; Randomized Algorithms; Directed Independent Study-CS; Directed Independent Study-CE; Topics in Computer Science; Computer Networks; Sensor Networks and Smart Systems; Computer Network Programming; Embedded Networked Sensor Systems; Internet of Things; Advanced Computer Networking; Vehicular Networks; Mobile Multimedia; Mobile Computing; Ad Hoc Networks; Video Communication; Mobile Apps for Business; Data Mining and Predictive Analytics; Information Technology Project and Change Management; Management of Information Assurance and Security; Enterprise Information Technology Service Management; Advanced Business Analytics; Business Innovation with Artificial Intelligence; Blockchain and Digital Business Transformation; Web-Based Business Development; Information Technology Sourcing Management; Social Media and Web Analytics; Special Topics; Data Management and Analysis with Excel; Master's Thesis
Florida Atlantic University,Computing,College of Engineering & Computer Science,N/A,Electrical Engineering and Computer Science Department,Computer Science - PhD,11.0701,https://www.fau.edu/,https://www.fau.edu/engineering/eecs/graduate/phd/computer-science/,https://www.fau.edu/registrar/university-catalog/catalog/engineeringdes/,"Introduction to Biomedical Engineering; Bioimaging; Biosystems Modeling and Control; Special Topics in Bioengineering; Stem Cell Engineering; Tissue Engineering; Neural Engineering; Computational Modeling of Biological Neural Networks; Bioinformatics: Biomedical Perspectives; Algorithms in Bioinformatics; Special Topics in Bioengineering; Digital Image Processing; Data Structures and Algorithms for Bioinformatics; Introduction to Neural Networks; Computational Foundations of Artificial Intelligence; Introduction to Data Science; Special Topics in Artificial Intelligence; Multimedia Systems; Multimedia Programming; Social Networks and Big Data Analytics; Foundations of Vision; Computer Vision; Evolutionary Computing; Computational Genomics; Data Mining for Bioinformatics; Databases for Bioinformatics; Applied Machine Learning; Sparse Learning; Machine Learning for Computer Vision; Deep Learning; Reinforcement Learning; Artificial Intelligence; Natural Language Processing; Data Mining and Machine Learning; Artificial Intelligence in Medicine and Healthcare; Information Retrieval; Web Mining; Advanced Data Mining and Machine Learning; Data-Driven Engineering; Computational Advertising and Real-Time Data Analytics; Special Topics in Artificial Intelligence; Data Acquisition and Control; Cryptographic Engineering; Evaluation of Parallel and Distributed Systems; Multiprocessor Architecture; Advanced Computer Architecture; Structured VLSI Design; Embedded System Design 1; Networks on Chip; Software Engineering; Auto Code Generation; Cloud Computing; Software Maintenance and Evolution; Software Requirements Engineering; Software Engineering Measurements; Software Reliability Engineering; Software Architecture and Patterns; Computer Performance Modeling; Practical Aspects of Modern Cryptography; Computer Data Security; Distributed Systems Security; Cryptocurrencies and Blockchain Technologies; Computer Networks; Sensor Networks and Smart Systems; Computer Network Programming; Embedded Networked Sensor Systems; Internet of Things; Advanced Computer Networking; Vehicular Networks; Mobile Multimedia; Mobile Computing; Ad Hoc Networks; Video Communication; Object-Oriented Software Design; Functional Programming with Scala; Component Programming with .NET; Compiler Writing 1; Mobile Application Development; Semantic Web Programming; Convex Optimization; New Directions in Database Systems; Visual Information Retrieval; Theory and Implementation of Database Systems; Advanced Internet Systems; Topics in Computer Science; Theory and Philosophy of Computation; Analysis of Algorithms; Information Theory; Secret Sharing Protocols; Randomized Algorithms; Topics in Computer Science; Cyber Security: Measurement and Data Analysis; Video Processing; Biosignal Processing; CMOS Amplifiers; High Frequency Amplifiers; Nanobiotechnology; Digital Processing of Signals; Introduction to Radar Systems; RF CMOS VLSI Devices for Wireless Communications; RF Devices and Circuits; Adaptive Signal Processing; Advanced Signal Processing; Digital Processing of Speech Signals; Queueing Theory; Power System Analysis and Control; Microwave Engineering; Digital Communications Systems; Modern Control; Control Systems 2; Robotic Applications; Advanced Photovoltaic Power Systems; Smart Grid; Fourier Optics and Holography; Smart Antennas; Electromagnetic Theory 1; Digital Satellite Communication; Telecommunications: Waves, Fibers and Antennas; Information Theory; Detection Theory; Signal Processing for Machine Learning; Fiber Optic Communication; Wireless Networks; Mobile Communication; Wireless Personal Communication Systems; Nonlinear Control Systems Engineering; Intelligent Control; Neural Complex and Artificial Neural Networks; Special Topics in Electrical Engineering; Special Topics; Graduate Seminar; Dissertation-Computer Science; Directed Independent Study-Computer Science"
Florida Atlantic University,Computing,College of Engineering & Computer Science,N/A,Electrical Engineering and Computer Science Department,Computer Science - BS to PhD Joint Program,11.0701,https://www.fau.edu/,https://www.fau.edu/engineering/eecs/graduate/joint-bsphd/,https://www.fau.edu/registrar/university-catalog/catalog/engineeringdes/,"Introduction to Biomedical Engineering; Bioimaging; Biosystems Modeling and Control; Special Topics in Bioengineering; Stem Cell Engineering; Tissue Engineering; Neural Engineering; Computational Modeling of Biological Neural Networks; Bioinformatics: Biomedical Perspectives; Algorithms in Bioinformatics; Special Topics in Bioengineering; Digital Image Processing; Data Structures and Algorithms for Bioinformatics; Introduction to Neural Networks; Computational Foundations of Artificial Intelligence; Introduction to Data Science; Special Topics in Artificial Intelligence; Multimedia Systems; Multimedia Programming; Social Networks and Big Data Analytics; Foundations of Vision; Computer Vision; Evolutionary Computing; Computational Genomics; Data Mining for Bioinformatics; Databases for Bioinformatics; Applied Machine Learning; Sparse Learning; Machine Learning for Computer Vision; Deep Learning; Reinforcement Learning; Artificial Intelligence; Natural Language Processing; Data Mining and Machine Learning; Artificial Intelligence in Medicine and Healthcare; Information Retrieval; Web Mining; Advanced Data Mining and Machine Learning; Data-Driven Engineering; Computational Advertising and Real-Time Data Analytics; Special Topics in Artificial Intelligence; Data Acquisition and Control; Cryptographic Engineering; Evaluation of Parallel and Distributed Systems; Multiprocessor Architecture; Advanced Computer Architecture; Structured VLSI Design; Embedded System Design 1; Networks on Chip; Software Engineering; Auto Code Generation; Cloud Computing; Software Maintenance and Evolution; Software Requirements Engineering; Software Engineering Measurements; Software Reliability Engineering; Software Architecture and Patterns; Computer Performance Modeling; Practical Aspects of Modern Cryptography; Computer Data Security; Distributed Systems Security; Cryptocurrencies and Blockchain Technologies; Computer Networks; Sensor Networks and Smart Systems; Computer Network Programming; Embedded Networked Sensor Systems; Internet of Things; Advanced Computer Networking; Vehicular Networks; Mobile Multimedia; Mobile Computing; Ad Hoc Networks; Video Communication; Object-Oriented Software Design; Functional Programming with Scala; Component Programming with .NET; Compiler Writing 1; Mobile Application Development; Semantic Web Programming; Convex Optimization; New Directions in Database Systems; Visual Information Retrieval; Theory and Implementation of Database Systems; Advanced Internet Systems; Topics in Computer Science; Theory and Philosophy of Computation; Analysis of Algorithms; Information Theory; Secret Sharing Protocols; Randomized Algorithms; Topics in Computer Science; Cyber Security: Measurement and Data Analysis; Video Processing; Biosignal Processing; CMOS Amplifiers; High Frequency Amplifiers; Nanobiotechnology; Digital Processing of Signals; Introduction to Radar Systems; RF CMOS VLSI Devices for Wireless Communications; RF Devices and Circuits; Adaptive Signal Processing; Advanced Signal Processing; Digital Processing of Speech Signals; Queueing Theory; Power System Analysis and Control; Microwave Engineering; Digital Communications Systems; Modern Control; Control Systems 2; Robotic Applications; Advanced Photovoltaic Power Systems; Smart Grid; Fourier Optics and Holography; Smart Antennas; Electromagnetic Theory 1; Digital Satellite Communication; Telecommunications: Waves, Fibers and Antennas; Information Theory; Detection Theory; Signal Processing for Machine Learning; Fiber Optic Communication; Wireless Networks; Mobile Communication; Wireless Personal Communication Systems; Nonlinear Control Systems Engineering; Intelligent Control; Neural Complex and Artificial Neural Networks; Special Topics in Electrical Engineering; Special Topics; Graduate Seminar; Dissertation-Computer Science; Directed Independent Study-Computer Science"
Hampton University,Computing,N/A,School of Science,Department of Computer Science,Computer Science - Master of Science,11.0701,https://home.hamptonu.edu,https://home.hamptonu.edu/science/computer-science/ ,https://docs.hamptonu.edu/publication/HU_Academic_Catalog_2022-24_Revised_3-2-23.pdf_20230302164737.pdf,Programming; Advanced Programming; Computer Systems; Advanced Programming and Data Structures; Architectures and Operating Systems; Programming Languages; Mathematical Foundations; Theoretical Foundations; Graphics; Topics in Mathematical Foundations; Topics in Parallel Programming; Topics in Intelligent Systems; Object Oriented Programming; Software Tools; Topics in Software; Topics in Theoretical Foundations; Compilers and Interpreters; Topics in Programming; Database Management Systems; Concepts of Communication Network; Topics on Computing; Numerical Computation; Operating Systems; Network Systems and Design; Parallel Processing; Architecture; Topics in Operating Systems; Artificial Intelligence; Expert Systems; Natural Language Processing; Topics in Artificial Intelligence; Software Engineering Foundations; Software Analysis and Testing; Topics in Software Engineering; Theory of Computation; Algorithms and Complexity; Topics in Theory of Computation; Programming Languages; Topics in Programming Languages; Research Seminar I; Teaching Seminar I; Research Seminar II; Thesis Research; Thesis 
Hampton University,Computing,N/A,School of Science,Department of Computer Science,Cybersecurity - Master of Science,Cybersecurity*,https://home.hamptonu.edu,http://iac.science.hamptonu.edu/page/MS-in-Cyber-Security,https://docs.hamptonu.edu/publication/HU_Academic_Catalog_2022-24_Revised_3-2-23.pdf_20230302164737.pdf,"Programming; Advanced Programming; Advanced Programming and Data Structure; Architecture and Operating Systems; Mathematical Foundations; Ethics, Law and Policy in Cyberspace; Introduction to Information Assurance; Secure Software Engineering; Cryptography; Computer Forensics and Incident Handling; Computer Viruses and Malicious Software; Advanced Computer and Network Security; Comprehensive Examination; Systems Security Administration, Management, and Certification; Risk Management; Systems Security for Senior Management; Network Security and Intrusion Detection; Wireless Networks; Secure Distributed Computing; Special Topics"
Inter American University of Puerto Rico-Fajardo Campus,Technology,N/A,N/A,Department of Sciences and Technology,Computer Science - Master of Science,11.0701,https://interfajardo3.azurewebsites.net/,https://interfajardo3.azurewebsites.net/ciencias-en-computadoras-ma/ ,https://fajardo.inter.edu/wp-content/uploads/2021/02/CIENCIAS-EN-COMPUTADORAS-1.pdf,Algorithm Design; Automaton Theory and Formal Languages; Artificial intelligence; Programming languages; Development and Design of Software; Seminar I; Operations research; Multimedia and Hypermedia; Communication protocols; Networks I; Operating systems; Database Workshop; Programming Workshop; Computing and Society Seminar; Information Administration and Function; Integrative Seminar
Inter American University of Puerto Rico-Guayama Campus,Technology,N/A,N/A,Department of Natural Sciences and Technology,Computer Science (With Specialization in Networks and Security) - Master of Science,11.0701,http://guayama.inter.edu/,http://guayama.inter.edu/wp-content/uploads/Academicos/naturales/secuenciales-ingles/master/CurricularsequencemasterSecurityNetwork.pdf ,http://guayama.inter.edu/wp-content/uploads/Academicos/naturales/secuenciales-ingles/master/CurricularsequencemasterSecurityNetwork.pdf ,Network Analysis and Design; Routing Technologies I; Principles of Research; Network Switching Technologies; Routing Technologies II; Security and Forensic Computing; Network Switching Technologies II; Firewalls; Hacker Detection Systems; Security Design in Networks; Assessment of Security in Networks; Cryptography in Networks; Network Troubleshooting Techniques; Satellite Communications Systems; Research Project
Inter American University of Puerto Rico-Guayama Campus,Technology,N/A,N/A,Department of Natural Sciences and Technology,Computer Science (With Specialization in Networks and Security) online - Master of Science,11.0701,http://guayama.inter.edu/,http://guayama.inter.edu/wp-content/uploads/Academicos/naturales/Maestria-en-Ciencias-en-Computadora-con-Espcialidad-en-Redes-y-Seguridad.pdf ,http://guayama.inter.edu/wp-content/uploads/Academicos/naturales/Maestria-en-Ciencias-en-Computadora-con-Espcialidad-en-Redes-y-Seguridad.pdf ,Network Analysis and Design; Routing Technologies I; Principles of Research; Network Switching Technologies; Routing Technologies II; Security and Forensic Computing; Network Switching Technologies II; Firewalls; Hacker Detection Systems; Security Design in Networks; Assessment of Security in Networks; Cryptography in Networks; Network Troubleshooting Techniques; Satellite Communications Systems; Research Project
Inter American University of Puerto Rico-Metropolitan Campus,Computing,N/A,N/A,Department of Computer Science and Mathematics,Educational Computing - Master of Arts,Computing*,https://metro.inter.edu,https://metro.inter.edu/course/ciencias-computadoras/ ,https://metro.inter.edu/course/ciencias-computadoras/,"Foresight and Leadership of Computerized Change; Computational Thinking and Standards; Design and Evaluation of Educational Programs; Computer Supported Educational Administration; Author Programming Language; Special Peripherals, Telecommunications and Networks; Computer programming; Computer Supported Instruction; Training and Computerized Training Design; Advanced Programming for the Internet; Long distance education; Research Seminar on Educational Computing; Project Development for Educational Computing"
Inter American University of Puerto Rico-Metropolitan Campus,Computing,N/A,N/A,Department of Computer Science and Mathematics,Computing in Open Information Systems - Master of Science,Computing in Open Information Systems*,https://metro.inter.edu,https://metro.inter.edu/course/ciencias-computadoras/ ,https://metro.inter.edu/course/ciencias-computadoras/,"Relational Data Bank; Networks and Client-Server Architecture; Design Methodology and Advanced Tools; Application of Programming Languages in Data Banks; Data Bank Administration; Open Systems Analysis and CASE; Rapid Application Development; Adjustment, Maintenance, Coding, Security and Quality of Systems; Multimedia and Interfaces; Geographic information systems; Decision Support Systems; Project Development in Open Information Systems"
Inter American University of Puerto Rico-Metropolitan Campus,Computing,N/A,N/A,Department of Computer Science and Mathematics,Information Security Sciences - Master of Science,Information Security Sciences*,https://metro.inter.edu,https://metro.inter.edu/course/ciencias-computadoras/ ,https://metro.inter.edu/course/ciencias-computadoras/,Fundamentals of Network Security I; Fundamentals of Network Security II; Security in Electronic Commerce; Computer Forensics I; Computer Forensics II; Security in Voice over Internet Networks (VoIP); Database Security; Practices for the Detection and Prevention of Intruders; Risk analysis; Research Methodology; Information Systems Security Audit; Special Topics in Security; Security Project Development
Jackson State University,Computing,"College of Science, Engineering, and Technology",N/A,Department of Electrical & Computer Engineering and Computer Science,Computer Science - Master of Science,11.0701,https://www.jsums.edu/,https://www.jsums.edu/computer-science/information-for-students/#Undergraduate_Course_Description ,https://www.jsums.edu/computer-science/information-for-students/#Graduate_Courses,Object-Oriented Programming; Computer Architecture; Data Structures and Algorithm Analysis; Operating Systems; Principles of Programming Languages; Database Management Systems; Computer Communication Networks and Distributed Processing; Wireless Ad hoc Networks; Automata Theory; Real-Time Systems; Compiler Construction; Theory of Computation; Computer Simulation Methods and Models; Distributed Database System; Information System Analysis and Design; Cloud Computing; Special Topics in Computer Science; Microcomputer Local Area Networks; Cryptography and Network Security; Artificial Intelligence; Applied Combinatorics and Graph Theory; Parallel and Distributed Computing; Applied Programming; Information Storage and Retrieval; Software Engineering; Graduate Capstone Project; Programming for Big Data; Modeling and Simulation of Complex Systems; Social Network Analysis; Information Systems Development Project; Thesis Research; Computer Algorithms; Database Management Systems; Machine Learning; Computability and Complexity; Big Data Mining; Big Data for Cyber Security; Network Science; Foundations of Programming and Computation Systems; Large Scale Computing; Software Engineering for Computational Applications; High Performance Scientific Computing
Kentucky State University,Computing,"College of Agriculture, Community, and the Sciences","School of Science, Technology, Engineering, and Mathematics",Division of Computer Science,Computer Science - Master of Science,11.0701,https://www.kysu.edu/,https://www.kysu.edu/academics/college-acs/school-of-stem/computer-science/cyberinfrastructure-graduate-program.php ,https://kysu-public.courseleaf.com/graduate/course-descriptions/cos/,Computer Science Foundation I; Computer Science Foundation II; Computer Science Foundation III; Advanced Programming/Data Structure;  WEB Programming; WEB Engineering; Computer Graphics and GUI; Database and Data Mining; Advanced Database Management Systems; Computer Vision; E-Commerce; Network and Web Security; Managing Information Technology; Multimedia Design; WEB System Design; Cryptography Algorithms; Advanced Networking; Software Engineering; Artificial Intelligence; Advanced Computer Architecture; Numerical Methods/Applications; Advanced Operating Systems; Storage Area Networks; Common Gateway Interface; Advanced Computer Architecture/Software; Software Assurance; Advanced Cryptography Algorithms; E-Commerce Security; Enterprise Security Managements; Secure Systems Administration/Certification; Information Security; Information System Assurance; Database Security; Computer Network Security; Information Security Risk Analysis; Special Topics in Technology; Research Methodology; Seminar on Management Informational Systems; Decision Support Systems; Independent Study; Internship in Computer Science; Project Course; Residence Credit Thesis/Professional Project; Thesis
Mercy College,Computing,N/A,School of Liberal Arts,Department of Mathematics and Computer Sciences,Computer Science - Master of Science,11.0701,https://www.mercy.edu/,https://www.mercy.edu/academics/programs/ms-computer-science,https://catalog.mercy.edu/content.php?filter%5B27%5D=CISC&filter%5B29%5D=&filter%5Bkeyword%5D=&filter%5B32%5D=1&filter%5Bcpage%5D=1&cur_cat_oid=15&expand=&navoid=1775&search_database=Filter#acalog_template_course_filter,Object-Oriented Programming; Theoretical Concepts in Computer Science; Software Design and Development; Database Management Systems; Math Methods Data Analysis; Computational Data Analysis; Distributed Application Development; Machine Learning; Mobile Application Development; Big Data; Social Media and Large-Scale Data; Advanced Operating Systems; Software Assurance; Internship in Computer Science; Special Topics in Computer Science; Individual Study in Computer Science; Computer Science Thesis; Computer Science Software Development Project; Computer Science Data Science Project
Mercy College,Computing,N/A,School of Liberal Arts,Department of Mathematics and Computer Sciences,Cybersecurity - Master of Science,Cybersecurity*,https://www.mercy.edu/,https://www.mercy.edu/academics/programs/cybersecurity-0,https://catalog.mercy.edu/content.php?filter%5B27%5D=IASP&filter%5B29%5D=&filter%5Bkeyword%5D=&filter%5B32%5D=1&filter%5Bcpage%5D=1&cur_cat_oid=15&expand=&navoid=1775&search_database=Filter#acalog_template_course_filter,Topics in Information Security; Foundation of Cybersecurity Sciences; Social Implication of Information Security; Data Mining/Knowledge Discovery; Distributed Database/Security; Forensic Computing; Information Assurance and Management; Firewall and Intrusion Detection; Mobile Technology and Wireless Services; Wireless Network and Security; Internet Media and Security; Information Technology Audit and Compliance; Applied Cryptography; Internship in Cybersecurity; Special Topics: Information Security; Independent Study; Master’s Project; Master’s Thesis
Metropolitan State University,Computing,College of Sciences,N/A,Computer Science and Cybersecurity Department,Computer Science - Master of Science,11.0701,https://www.metrostate.edu/,https://www.metrostate.edu/academics/programs/computer-science-ms,https://www.metrostate.edu/academics/programs/computer-science-ms#requirements,Distributed Database Systems; Introduction to Big Data Computing Systems; Web Services and Service-Oriented Architectures; Distributed Algorithms; Wireless Technologies; Distributed System Design; Cloud Forensics; Database Security; Cloud Forensics; Cryptography and Computer Security; Cyberspace Security Engineering I; Cyberspace Security Engineering II; Design of Information Assurance Systems; Cyber Threat Intelligence; User Experience and Design Thinking; Simulation Modeling and Queuing Theory; Artificial Intelligence and Machine Learning; Real Time Operating Systems; Contemporary Issues in Software Engineering; Pattern-Oriented Software Construction; Special Topics Computer Science; Analysis and Fractals; Advanced Discrete Mathematics; Stochastic Processes; Graph Theory; Mathematical Modeling and Its Applications; Dynamical Systems; Number Theory; Advanced Biostatistics in Health Research; Research Seminar; Information and Computer Sciences Student Designed Independent Study
Metropolitan State University,Computing,College of Sciences,N/A,Computer Science and Cybersecurity Department,Computer Science - PSM Professional Master of Science,11.0701,https://www.metrostate.edu/,https://www.metrostate.edu/academics/programs/computer-science-psm ,https://www.metrostate.edu/academics/programs/computer-science-psm,Distributed Database Systems; Introduction to Big Data Computing Systems; Web Services and Service-Oriented Architectures; Distributed Algorithms; Wireless Technologies; Distributed System Design; Cloud Forensics; Database Security; Cloud Forensics; Cryptography and Computer Security; Cyberspace Security Engineering I; Cyberspace Security Engineering II; Design of Information Assurance Systems; Cyber Threat Intelligence; Distributed Database Systems; Introduction to Big Data Computing Systems; Artificial Intelligence and Machine Learning; Contemporary Issues in Software Engineering; Pattern-Oriented Software Construction; Project Management; Project Risk Management; User Experience and Design Thinking; Research Seminar; Information and Computer Sciences Individual Internship; Information and Computer Sciences Student Designed Independent Study
Metropolitan State University,Computing,College of Sciences,N/A,Computer Science and Cybersecurity Department,Cyber Operations - Master of Science,Cyber Operations*,https://www.metrostate.edu/,https://www.metrostate.edu/academics/programs/cyber-operations-ms ,https://www.metrostate.edu/academics/programs/cyber-operations-ms,Secure System Programming and OS Theory; Cyber Operations Fundamentals; Cyber Operations Capstone Project; Applied Cryptography; Digital Forensics I; Malware Analysis and Reverse Engineering; Cyber Operations Capstone Project; Vulnerability Discovery and Exploitation; Cyber Threat Hunting and Intelligence; Digital Forensics II; Virtualization and Cloud Security; Securing Wireless and Mobile Technologies; Special Topics in Cyber Operations; Cyber Operations Capstone Project; Risk Analysis in Information Technology; Cyber Ethics
Metropolitan State University,Computing,College of Sciences,N/A,Computer Science and Cybersecurity Department,Cyber Operations - Combined BS and MS,Cyber Operations*,https://www.metrostate.edu/,https://www.metrostate.edu/academics/programs/cybersecurity-operations  ,https://www.metrostate.edu/academics/programs/cybersecurity-operations,Secure System Programming and OS Theory; Cyber Operations Fundamentals; Cyber Operations Capstone Project; Applied Cryptography; Digital Forensics I; Malware Analysis and Reverse Engineering; Cyber Operations Capstone Project; Vulnerability Discovery and Exploitation; Cyber Threat Hunting and Intelligence; Digital Forensics II; Virtualization and Cloud Security; Securing Wireless and Mobile Technologies; Special Topics in Cyber Operations; Cyber Operations Capstone Project; Risk Analysis in Information Technology; Cyber Ethics
Morgan State University,Computing,N/A,"School of Computer, Mathematical, and Natural Sciences",Department of Computer Science,Advanced Computing - Master of Science,Advanced Computing*,https://www.morgan.edu/,https://www.morgan.edu/advanced-computing-ms/ms_advancedcomputing ,https://www.morgan.edu/computer-science/degrees-and-programs/ms_advancedcomputing,Cybersecurity; Data Science and Artificial Intelligence; Network Security; Secure Cloud Computing; Design and Analysis of Algorithms; Software Engineering; Cloud Computing Applications; Security Management; Quantum Cryptography; Big Data Analytics; Deep Learning in the Cloud; Cryptology and Cryptography; Security in Network and Link Applications; Current Issues in Information Technology; Human Factor and Behavior; Independent Study; Special Topics in Computer Science; Research Seminar; Master's Project; Thesis Guidance/ Thesis Defense
Morgan State University,Computing,N/A,"School of Computer, Mathematical, and Natural Sciences",Department of Computer Science,Bioinformatics - Master of Science,Bioinformatics*,https://www.morgan.edu/,https://catalog.morgan.edu/preview_program.php?catoid=25&poid=5677&returnto=1793 ,https://catalog.morgan.edu/preview_program.php?catoid=25&poid=5723,Bioinformatics; Bioprogramming; Biostatistics; Bioinformatics II; Bioinformatics Tools and Databases; Current Topics in Bioinformatics; Bioinformatics III; Thesis Guidance / Thesis Defense
New Mexico Highlands University,Computing,College of Arts and Sciences,N/A,Department of Computer Science,Media Arts and Computer Science - Master of Arts or Science (Joint Program),11.0701,https://www.nmhu.edu/,https://www.nmhu.edu/catalog/graduate-catalog-2022-2023/#CMS ,https://www.nmhu.edu/catalog/catalog-graduate/catalog-graduate-computerscience/#MAArtsSciences,Computer Programming for Educators; Scripting Languages; The C++ Programming Language; JAVA Programming; Advanced Computer Programming with Data Structures; Multimedia Programming; Advanced Data Structures and Algorithm Development; Computer Hardware Installation and Maintenance; Computer Software Installation and Maintenance; UNIX and Systems Administration; C and UNIX; Database Management; Advanced Database Management; Selected Topics in Computer Science; Human-Computer Interaction; Computer Systems Architecture; Operating Systems; Software Engineering; Computer Graphics; Internet Services; Computer Networks; Network Management; Network Security; Programming Languages; Compiler Design; Web Programming; Network Programming; Artificial Intelligence; Cognitive Science; Artificial Neural Networks; Machine Learning Algorithms; Image Processing; Animation and Visualization; Parallel and Distributed Programming; Independent Study; Independent Research; Principles of Media Arts and Computer Science; Synthesis of Media Arts and Computer Science; Multimedia Project Development; Selected Topics in Computer Science; Seminar: Literature Review and Methodology; Seminar: Interdisciplinary Reports; Field Project; Thesis
